,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
50,"Sun, Jan 8, 2023",3:30p,Portland Trail Blazers,105.0,Toronto Raptors,117.0,Box Score,,19800.0,Scotiabank Arena,
51,"Sun, Jan 8, 2023",5:00p,Charlotte Hornets,111.0,Indiana Pacers,116.0,Box Score,,15805.0,Gainbridge Fieldhouse,
52,"Sun, Jan 8, 2023",6:00p,Utah Jazz,118.0,Memphis Grizzlies,123.0,Box Score,,17794.0,FedEx Forum,
53,"Sun, Jan 8, 2023",6:00p,Brooklyn Nets,102.0,Miami Heat,101.0,Box Score,,19901.0,FTX Arena,
54,"Sun, Jan 8, 2023",7:00p,Minnesota Timberwolves,104.0,Houston Rockets,96.0,Box Score,,18055.0,Toyota Center,
55,"Sun, Jan 8, 2023",7:00p,Dallas Mavericks,109.0,Oklahoma City Thunder,120.0,Box Score,,16317.0,Paycom Center,
56,"Sun, Jan 8, 2023",8:00p,Cleveland Cavaliers,112.0,Phoenix Suns,98.0,Box Score,,17071.0,Footprint Center,
57,"Sun, Jan 8, 2023",9:00p,Atlanta Hawks,112.0,Los Angeles Clippers,108.0,Box Score,,19068.0,Crypto.com Arena,
58,"Mon, Jan 9, 2023",7:00p,New Orleans Pelicans,132.0,Washington Wizards,112.0,Box Score,,16223.0,Capital One Arena,
59,"Mon, Jan 9, 2023",7:30p,Chicago Bulls,99.0,Boston Celtics,107.0,Box Score,,19156.0,TD Garden,
60,"Mon, Jan 9, 2023",7:30p,Milwaukee Bucks,111.0,New York Knicks,107.0,Box Score,,18167.0,Madison Square Garden (IV),
61,"Mon, Jan 9, 2023",8:00p,San Antonio Spurs,113.0,Memphis Grizzlies,121.0,Box Score,,16013.0,FedEx Forum,
62,"Mon, Jan 9, 2023",9:00p,Los Angeles Lakers,109.0,Denver Nuggets,122.0,Box Score,,19609.0,Ball Arena,
63,"Mon, Jan 9, 2023",10:00p,Orlando Magic,111.0,Sacramento Kings,136.0,Box Score,,16499.0,Golden 1 Center,
64,"Tue, Jan 10, 2023",7:00p,Detroit Pistons,116.0,Philadelphia 76ers,147.0,Box Score,,20221.0,Wells Fargo Center,
65,"Tue, Jan 10, 2023",7:30p,Oklahoma City Thunder,111.0,Miami Heat,112.0,Box Score,,19600.0,FTX Arena,
66,"Tue, Jan 10, 2023",7:30p,Charlotte Hornets,120.0,Toronto Raptors,132.0,Box Score,,19800.0,Scotiabank Arena,
67,"Tue, Jan 10, 2023",9:00p,Cleveland Cavaliers,114.0,Utah Jazz,116.0,Box Score,,18206.0,Vivint Arena,
68,"Tue, Jan 10, 2023",10:00p,Phoenix Suns,125.0,Golden State Warriors,113.0,Box Score,,18064.0,Chase Center,
69,"Tue, Jan 10, 2023",10:00p,Orlando Magic,109.0,Portland Trail Blazers,106.0,Box Score,,18176.0,Moda Center,
70,"Tue, Jan 10, 2023",10:30p,Dallas Mavericks,101.0,Los Angeles Clippers,113.0,Box Score,,15828.0,Crypto.com Arena,
71,"Wed, Jan 11, 2023",7:00p,Minnesota Timberwolves,118.0,Detroit Pistons,135.0,Box Score,,15906.0,Little Caesars Arena,
72,"Wed, Jan 11, 2023",7:00p,Chicago Bulls,97.0,Washington Wizards,100.0,Box Score,,17032.0,Capital One Arena,
73,"Wed, Jan 11, 2023",7:30p,Milwaukee Bucks,114.0,Atlanta Hawks,105.0,Box Score,,17154.0,State Farm Arena,
74,"Wed, Jan 11, 2023",7:30p,New Orleans Pelicans,114.0,Boston Celtics,125.0,Box Score,,19156.0,TD Garden,
75,"Wed, Jan 11, 2023",7:30p,Indiana Pacers,113.0,New York Knicks,119.0,Box Score,,18249.0,Madison Square Garden (IV),
76,"Wed, Jan 11, 2023",8:00p,San Antonio Spurs,129.0,Memphis Grizzlies,135.0,Box Score,,16454.0,FedEx Forum,
77,"Wed, Jan 11, 2023",10:00p,Phoenix Suns,97.0,Denver Nuggets,126.0,Box Score,,18872.0,Ball Arena,
78,"Wed, Jan 11, 2023",10:00p,Houston Rockets,115.0,Sacramento Kings,135.0,Box Score,,16057.0,Golden 1 Center,
79,"Thu, Jan 12, 2023",7:00p,Oklahoma City Thunder,133.0,Philadelphia 76ers,114.0,Box Score,,20892.0,Wells Fargo Center,
80,"Thu, Jan 12, 2023",7:30p,Boston Celtics,109.0,Brooklyn Nets,98.0,Box Score,,18125.0,Barclays Center,
81,"Thu, Jan 12, 2023",7:30p,Milwaukee Bucks,102.0,Miami Heat,108.0,Box Score,,19600.0,FTX Arena,
82,"Thu, Jan 12, 2023",7:30p,Charlotte Hornets,114.0,Toronto Raptors,124.0,Box Score,,19800.0,Scotiabank Arena,
83,"Thu, Jan 12, 2023",10:00p,Dallas Mavericks,119.0,Los Angeles Lakers,115.0,Box Score,2OT,18997.0,Crypto.com Arena,
84,"Thu, Jan 12, 2023",10:00p,Cleveland Cavaliers,119.0,Portland Trail Blazers,113.0,Box Score,,18105.0,Moda Center,
85,"Fri, Jan 13, 2023",7:00p,New Orleans Pelicans,116.0,Detroit Pistons,110.0,Box Score,,18989.0,Little Caesars Arena,
86,"Fri, Jan 13, 2023",7:00p,Atlanta Hawks,113.0,Indiana Pacers,111.0,Box Score,,16071.0,Gainbridge Fieldhouse,
87,"Fri, Jan 13, 2023",7:00p,New York Knicks,112.0,Washington Wizards,108.0,Box Score,,20476.0,Capital One Arena,
88,"Fri, Jan 13, 2023",7:30p,Golden State Warriors,144.0,San Antonio Spurs,113.0,Box Score,,68323.0,,
89,"Fri, Jan 13, 2023",8:00p,Oklahoma City Thunder,124.0,Chicago Bulls,110.0,Box Score,,21342.0,United Center,
90,"Fri, Jan 13, 2023",8:00p,Phoenix Suns,116.0,Minnesota Timberwolves,121.0,Box Score,,16460.0,Target Center,
91,"Fri, Jan 13, 2023",9:00p,Orlando Magic,108.0,Utah Jazz,112.0,Box Score,,18206.0,Vivint Arena,
92,"Fri, Jan 13, 2023",10:00p,Denver Nuggets,115.0,Los Angeles Clippers,103.0,Box Score,,16005.0,Crypto.com Arena,
93,"Fri, Jan 13, 2023",10:00p,Houston Rockets,114.0,Sacramento Kings,139.0,Box Score,,17894.0,Golden 1 Center,
94,"Sat, Jan 14, 2023",1:00p,Milwaukee Bucks,95.0,Miami Heat,111.0,Box Score,,19620.0,FTX Arena,
95,"Sat, Jan 14, 2023",7:00p,Boston Celtics,122.0,Charlotte Hornets,106.0,Box Score,,19608.0,Spectrum Center,
96,"Sat, Jan 14, 2023",7:00p,Memphis Grizzlies,130.0,Indiana Pacers,112.0,Box Score,,17274.0,Gainbridge Fieldhouse,
97,"Sat, Jan 14, 2023",7:30p,Atlanta Hawks,114.0,Toronto Raptors,103.0,Box Score,,19800.0,Scotiabank Arena,
98,"Sat, Jan 14, 2023",8:00p,Cleveland Cavaliers,102.0,Minnesota Timberwolves,110.0,Box Score,,17136.0,Target Center,
99,"Sat, Jan 14, 2023",9:00p,Philadelphia 76ers,118.0,Utah Jazz,117.0,Box Score,,18206.0,Vivint Arena,
100,"Sat, Jan 14, 2023",10:00p,Dallas Mavericks,119.0,Portland Trail Blazers,136.0,Box Score,,19393.0,Moda Center,
101,"Sun, Jan 15, 2023",1:00p,New York Knicks,117.0,Detroit Pistons,104.0,Box Score,,19894.0,Little Caesars Arena,
102,"Sun, Jan 15, 2023",3:00p,Houston Rockets,100.0,Los Angeles Clippers,121.0,Box Score,,17238.0,Crypto.com Arena,
103,"Sun, Jan 15, 2023",3:30p,Golden State Warriors,118.0,Chicago Bulls,132.0,Box Score,,20139.0,United Center,
104,"Sun, Jan 15, 2023",6:00p,Oklahoma City Thunder,112.0,Brooklyn Nets,102.0,Box Score,,18165.0,Barclays Center,
105,"Sun, Jan 15, 2023",7:00p,Sacramento Kings,132.0,San Antonio Spurs,119.0,Box Score,,12339.0,AT&T Center,
106,"Sun, Jan 15, 2023",8:00p,Orlando Magic,116.0,Denver Nuggets,119.0,Box Score,,19641.0,Ball Arena,
107,"Sun, Jan 15, 2023",9:00p,Dallas Mavericks,123.0,Portland Trail Blazers,140.0,Box Score,,19393.0,Moda Center,
108,"Sun, Jan 15, 2023",9:30p,Philadelphia 76ers,113.0,Los Angeles Lakers,112.0,Box Score,,18020.0,Crypto.com Arena,
109,"Mon, Jan 16, 2023",1:00p,Boston Celtics,130.0,Charlotte Hornets,118.0,Box Score,,19227.0,Spectrum Center,
110,"Mon, Jan 16, 2023",2:30p,Indiana Pacers,119.0,Milwaukee Bucks,132.0,Box Score,,17412.0,Fiserv Forum,
111,"Mon, Jan 16, 2023",3:00p,New Orleans Pelicans,103.0,Cleveland Cavaliers,113.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
112,"Mon, Jan 16, 2023",3:00p,Toronto Raptors,123.0,New York Knicks,121.0,Box Score,OT,19812.0,Madison Square Garden (IV),
113,"Mon, Jan 16, 2023",3:00p,Golden State Warriors,127.0,Washington Wizards,118.0,Box Score,,20476.0,Capital One Arena,
114,"Mon, Jan 16, 2023",3:30p,Miami Heat,113.0,Atlanta Hawks,121.0,Box Score,,18007.0,State Farm Arena,
115,"Mon, Jan 16, 2023",4:00p,Utah Jazz,126.0,Minnesota Timberwolves,125.0,Box Score,,16477.0,Target Center,
116,"Mon, Jan 16, 2023",6:00p,Phoenix Suns,106.0,Memphis Grizzlies,136.0,Box Score,,17794.0,FedEx Forum,
117,"Mon, Jan 16, 2023",10:30p,Houston Rockets,132.0,Los Angeles Lakers,140.0,Box Score,,17657.0,Crypto.com Arena,
118,"Tue, Jan 17, 2023",7:30p,Toronto Raptors,122.0,Milwaukee Bucks,130.0,Box Score,,17341.0,Fiserv Forum,
119,"Tue, Jan 17, 2023",8:00p,Brooklyn Nets,98.0,San Antonio Spurs,106.0,Box Score,,13532.0,AT&T Center,
120,"Tue, Jan 17, 2023",9:00p,Portland Trail Blazers,113.0,Denver Nuggets,122.0,Box Score,,18258.0,Ball Arena,
121,"Tue, Jan 17, 2023",10:00p,Philadelphia 76ers,120.0,Los Angeles Clippers,110.0,Box Score,,15155.0,Crypto.com Arena,
122,"Wed, Jan 18, 2023",7:30p,Atlanta Hawks,130.0,Dallas Mavericks,122.0,Box Score,,20125.0,American Airlines Center,
123,"Wed, Jan 18, 2023",7:30p,Washington Wizards,116.0,New York Knicks,105.0,Box Score,,19164.0,Madison Square Garden (IV),
124,"Wed, Jan 18, 2023",8:00p,Charlotte Hornets,122.0,Houston Rockets,117.0,Box Score,,15678.0,Toyota Center,
125,"Wed, Jan 18, 2023",8:00p,Cleveland Cavaliers,114.0,Memphis Grizzlies,115.0,Box Score,,16892.0,FedEx Forum,
126,"Wed, Jan 18, 2023",8:00p,Miami Heat,124.0,New Orleans Pelicans,98.0,Box Score,,17736.0,Smoothie King Center,
127,"Wed, Jan 18, 2023",8:00p,Indiana Pacers,106.0,Oklahoma City Thunder,126.0,Box Score,,14748.0,Paycom Center,
128,"Wed, Jan 18, 2023",9:00p,Los Angeles Clippers,103.0,Utah Jazz,126.0,Box Score,,18206.0,Vivint Arena,
129,"Wed, Jan 18, 2023",10:00p,Minnesota Timberwolves,118.0,Denver Nuggets,122.0,Box Score,,16112.0,Ball Arena,
130,"Wed, Jan 18, 2023",10:30p,Sacramento Kings,116.0,Los Angeles Lakers,111.0,Box Score,,18142.0,Crypto.com Arena,
131,"Thu, Jan 19, 2023",3:00p,Chicago Bulls,126.0,Detroit Pistons,108.0,Box Score,,15885.0,AccorHotels Arena,
132,"Thu, Jan 19, 2023",7:30p,Golden State Warriors,118.0,Boston Celtics,121.0,Box Score,OT,19156.0,TD Garden,
133,"Thu, Jan 19, 2023",8:00p,Toronto Raptors,126.0,Minnesota Timberwolves,128.0,Box Score,,16318.0,Target Center,
134,"Thu, Jan 19, 2023",10:00p,Brooklyn Nets,112.0,Phoenix Suns,117.0,Box Score,,17071.0,Footprint Center,
135,"Thu, Jan 19, 2023",10:00p,Philadelphia 76ers,105.0,Portland Trail Blazers,95.0,Box Score,,18113.0,Moda Center,
136,"Fri, Jan 20, 2023",7:00p,New Orleans Pelicans,110.0,Orlando Magic,123.0,Box Score,,19025.0,Amway Center,
137,"Fri, Jan 20, 2023",7:30p,New York Knicks,124.0,Atlanta Hawks,139.0,Box Score,,17711.0,State Farm Arena,
138,"Fri, Jan 20, 2023",7:30p,Golden State Warriors,120.0,Cleveland Cavaliers,114.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
139,"Fri, Jan 20, 2023",7:30p,Miami Heat,90.0,Dallas Mavericks,115.0,Box Score,,20326.0,American Airlines Center,
140,"Fri, Jan 20, 2023",8:00p,Los Angeles Clippers,131.0,San Antonio Spurs,126.0,Box Score,,15190.0,AT&T Center,
141,"Fri, Jan 20, 2023",9:00p,Indiana Pacers,111.0,Denver Nuggets,134.0,Box Score,,19609.0,Ball Arena,
142,"Fri, Jan 20, 2023",9:00p,Brooklyn Nets,117.0,Utah Jazz,106.0,Box Score,,18206.0,Vivint Arena,
143,"Fri, Jan 20, 2023",10:00p,Memphis Grizzlies,121.0,Los Angeles Lakers,122.0,Box Score,,18997.0,Crypto.com Arena,
144,"Fri, Jan 20, 2023",10:00p,Oklahoma City Thunder,113.0,Sacramento Kings,118.0,Box Score,,17932.0,Golden 1 Center,
145,"Sat, Jan 21, 2023",5:00p,Boston Celtics,106.0,Toronto Raptors,104.0,Box Score,,19800.0,Scotiabank Arena,
146,"Sat, Jan 21, 2023",7:00p,Orlando Magic,118.0,Washington Wizards,138.0,Box Score,,18171.0,Capital One Arena,
147,"Sat, Jan 21, 2023",7:30p,Charlotte Hornets,122.0,Atlanta Hawks,118.0,Box Score,,17928.0,State Farm Arena,
148,"Sat, Jan 21, 2023",7:30p,Milwaukee Bucks,102.0,Cleveland Cavaliers,114.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
149,"Sat, Jan 21, 2023",8:00p,Houston Rockets,104.0,Minnesota Timberwolves,113.0,Box Score,,17136.0,Target Center,
150,"Sat, Jan 21, 2023",9:00p,Indiana Pacers,107.0,Phoenix Suns,112.0,Box Score,,17071.0,Footprint Center,
151,"Sat, Jan 21, 2023",10:00p,Philadelphia 76ers,129.0,Sacramento Kings,127.0,Box Score,,17861.0,Golden 1 Center,
152,"Sun, Jan 22, 2023",2:30p,Los Angeles Clippers,112.0,Dallas Mavericks,98.0,Box Score,,20026.0,American Airlines Center,
153,"Sun, Jan 22, 2023",3:30p,New Orleans Pelicans,96.0,Miami Heat,100.0,Box Score,,19600.0,FTX Arena,
154,"Sun, Jan 22, 2023",6:00p,New York Knicks,116.0,Toronto Raptors,125.0,Box Score,,19261.0,Scotiabank Arena,
155,"Sun, Jan 22, 2023",8:00p,Oklahoma City Thunder,101.0,Denver Nuggets,99.0,Box Score,,19557.0,Ball Arena,
156,"Sun, Jan 22, 2023",8:00p,Memphis Grizzlies,110.0,Phoenix Suns,112.0,Box Score,,17071.0,Footprint Center,
157,"Sun, Jan 22, 2023",8:30p,Brooklyn Nets,120.0,Golden State Warriors,116.0,Box Score,,18064.0,Chase Center,
158,"Sun, Jan 22, 2023",9:00p,Los Angeles Lakers,121.0,Portland Trail Blazers,112.0,Box Score,,19393.0,Moda Center,
159,"Mon, Jan 23, 2023",7:00p,Milwaukee Bucks,150.0,Detroit Pistons,130.0,Box Score,,18011.0,Little Caesars Arena,
160,"Mon, Jan 23, 2023",7:00p,Boston Celtics,98.0,Orlando Magic,113.0,Box Score,,19196.0,Amway Center,
161,"Mon, Jan 23, 2023",8:00p,Atlanta Hawks,100.0,Chicago Bulls,111.0,Box Score,,20938.0,United Center,
162,"Mon, Jan 23, 2023",8:00p,Minnesota Timberwolves,114.0,Houston Rockets,119.0,Box Score,,13811.0,Toyota Center,
163,"Mon, Jan 23, 2023",9:00p,Charlotte Hornets,102.0,Utah Jazz,120.0,Box Score,,18206.0,Vivint Arena,
164,"Mon, Jan 23, 2023",10:00p,San Antonio Spurs,127.0,Portland Trail Blazers,147.0,Box Score,,17874.0,Moda Center,
165,"Mon, Jan 23, 2023",10:30p,Memphis Grizzlies,100.0,Sacramento Kings,133.0,Box Score,,17821.0,Golden 1 Center,
166,"Tue, Jan 24, 2023",7:00p,Chicago Bulls,110.0,Indiana Pacers,116.0,Box Score,,16102.0,Gainbridge Fieldhouse,
167,"Tue, Jan 24, 2023",7:30p,Boston Celtics,95.0,Miami Heat,98.0,Box Score,,19705.0,FTX Arena,
168,"Tue, Jan 24, 2023",7:30p,Cleveland Cavaliers,103.0,New York Knicks,105.0,Box Score,,19812.0,Madison Square Garden (IV),
169,"Tue, Jan 24, 2023",8:00p,Denver Nuggets,99.0,New Orleans Pelicans,98.0,Box Score,,14699.0,Smoothie King Center,
170,"Tue, Jan 24, 2023",8:30p,Washington Wizards,127.0,Dallas Mavericks,126.0,Box Score,,20077.0,American Airlines Center,
171,"Tue, Jan 24, 2023",9:00p,Charlotte Hornets,97.0,Phoenix Suns,128.0,Box Score,,17071.0,Footprint Center,
172,"Tue, Jan 24, 2023",10:00p,Los Angeles Clippers,133.0,Los Angeles Lakers,115.0,Box Score,,17604.0,Crypto.com Arena,
173,"Wed, Jan 25, 2023",7:00p,Indiana Pacers,120.0,Orlando Magic,126.0,Box Score,,18846.0,Amway Center,
174,"Wed, Jan 25, 2023",7:30p,Brooklyn Nets,133.0,Philadelphia 76ers,137.0,Box Score,,19772.0,Wells Fargo Center,
175,"Wed, Jan 25, 2023",8:00p,Washington Wizards,108.0,Houston Rockets,103.0,Box Score,,15302.0,Toyota Center,
176,"Wed, Jan 25, 2023",8:00p,Denver Nuggets,99.0,Milwaukee Bucks,107.0,Box Score,,17352.0,Fiserv Forum,
177,"Wed, Jan 25, 2023",8:00p,Minnesota Timberwolves,111.0,New Orleans Pelicans,102.0,Box Score,,14887.0,Smoothie King Center,
178,"Wed, Jan 25, 2023",8:00p,Atlanta Hawks,137.0,Oklahoma City Thunder,132.0,Box Score,,15079.0,Paycom Center,
179,"Wed, Jan 25, 2023",10:00p,Memphis Grizzlies,120.0,Golden State Warriors,122.0,Box Score,,18064.0,Chase Center,
180,"Wed, Jan 25, 2023",10:00p,Utah Jazz,124.0,Portland Trail Blazers,134.0,Box Score,,18154.0,Moda Center,
181,"Wed, Jan 25, 2023",10:00p,Toronto Raptors,113.0,Sacramento Kings,95.0,Box Score,,17767.0,Golden 1 Center,
182,"Wed, Jan 25, 2023",10:30p,San Antonio Spurs,104.0,Los Angeles Lakers,113.0,Box Score,,17955.0,Crypto.com Arena,
183,"Thu, Jan 26, 2023",7:30p,New York Knicks,120.0,Boston Celtics,117.0,Box Score,OT,19156.0,TD Garden,
184,"Thu, Jan 26, 2023",7:30p,Detroit Pistons,130.0,Brooklyn Nets,122.0,Box Score,,17732.0,Barclays Center,
185,"Thu, Jan 26, 2023",7:30p,Chicago Bulls,96.0,Charlotte Hornets,111.0,Box Score,,17697.0,Spectrum Center,
186,"Thu, Jan 26, 2023",8:00p,Cleveland Cavaliers,113.0,Houston Rockets,95.0,Box Score,,16327.0,Toyota Center,
187,"Thu, Jan 26, 2023",10:00p,Dallas Mavericks,99.0,Phoenix Suns,95.0,Box Score,,17071.0,Footprint Center,
188,"Thu, Jan 26, 2023",10:30p,San Antonio Spurs,100.0,Los Angeles Clippers,138.0,Box Score,,16958.0,Crypto.com Arena,
189,"Fri, Jan 27, 2023",7:00p,Milwaukee Bucks,141.0,Indiana Pacers,131.0,Box Score,,16090.0,Gainbridge Fieldhouse,
190,"Fri, Jan 27, 2023",7:30p,Memphis Grizzlies,100.0,Minnesota Timberwolves,111.0,Box Score,,17136.0,Target Center,
191,"Fri, Jan 27, 2023",8:00p,Orlando Magic,105.0,Miami Heat,110.0,Box Score,,19788.0,FTX Arena,
192,"Fri, Jan 27, 2023",8:00p,Cleveland Cavaliers,100.0,Oklahoma City Thunder,112.0,Box Score,,16236.0,Paycom Center,
193,"Fri, Jan 27, 2023",10:00p,Toronto Raptors,117.0,Golden State Warriors,129.0,Box Score,,18064.0,Chase Center,
194,"Sat, Jan 28, 2023",3:00p,Denver Nuggets,119.0,Philadelphia 76ers,126.0,Box Score,,21255.0,Wells Fargo Center,
195,"Sat, Jan 28, 2023",5:30p,New York Knicks,115.0,Brooklyn Nets,122.0,Box Score,,18100.0,Barclays Center,
196,"Sat, Jan 28, 2023",7:00p,Houston Rockets,117.0,Detroit Pistons,114.0,Box Score,,19411.0,Little Caesars Arena,
197,"Sat, Jan 28, 2023",7:00p,Chicago Bulls,128.0,Orlando Magic,109.0,Box Score,,18846.0,Amway Center,
198,"Sat, Jan 28, 2023",7:30p,Los Angeles Clippers,120.0,Atlanta Hawks,113.0,Box Score,,18448.0,State Farm Arena,
199,"Sat, Jan 28, 2023",8:00p,Sacramento Kings,110.0,Minnesota Timberwolves,117.0,Box Score,,17136.0,Target Center,
200,"Sat, Jan 28, 2023",8:00p,Washington Wizards,113.0,New Orleans Pelicans,103.0,Box Score,,17692.0,Smoothie King Center,
201,"Sat, Jan 28, 2023",8:00p,Phoenix Suns,128.0,San Antonio Spurs,118.0,Box Score,OT,18354.0,AT&T Center,
202,"Sat, Jan 28, 2023",8:30p,Los Angeles Lakers,121.0,Boston Celtics,125.0,Box Score,OT,19156.0,TD Garden,
203,"Sat, Jan 28, 2023",9:00p,Dallas Mavericks,100.0,Utah Jazz,108.0,Box Score,,18206.0,Vivint Arena,
204,"Sat, Jan 28, 2023",10:00p,Toronto Raptors,123.0,Portland Trail Blazers,105.0,Box Score,,19393.0,Moda Center,
205,"Sun, Jan 29, 2023",1:00p,Miami Heat,117.0,Charlotte Hornets,122.0,Box Score,,19254.0,Spectrum Center,
206,"Sun, Jan 29, 2023",6:00p,Indiana Pacers,100.0,Memphis Grizzlies,112.0,Box Score,,17794.0,FedEx Forum,
207,"Sun, Jan 29, 2023",7:00p,Los Angeles Clippers,99.0,Cleveland Cavaliers,122.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
208,"Sun, Jan 29, 2023",8:00p,New Orleans Pelicans,110.0,Milwaukee Bucks,135.0,Box Score,,17341.0,Fiserv Forum,
209,"Mon, Jan 30, 2023",7:00p,Orlando Magic,119.0,Philadelphia 76ers,109.0,Box Score,,19812.0,Wells Fargo Center,
210,"Mon, Jan 30, 2023",7:30p,Los Angeles Lakers,104.0,Brooklyn Nets,121.0,Box Score,,17924.0,Barclays Center,
211,"Mon, Jan 30, 2023",8:00p,Sacramento Kings,118.0,Minnesota Timberwolves,111.0,Box Score,OT,15342.0,Target Center,
212,"Mon, Jan 30, 2023",8:00p,Golden State Warriors,128.0,Oklahoma City Thunder,120.0,Box Score,,16854.0,Paycom Center,
213,"Mon, Jan 30, 2023",8:00p,Washington Wizards,127.0,San Antonio Spurs,106.0,Box Score,,11970.0,AT&T Center,
214,"Mon, Jan 30, 2023",8:30p,Detroit Pistons,105.0,Dallas Mavericks,111.0,Box Score,,19777.0,American Airlines Center,
215,"Mon, Jan 30, 2023",9:00p,Toronto Raptors,106.0,Phoenix Suns,114.0,Box Score,,17071.0,Footprint Center,
216,"Mon, Jan 30, 2023",10:00p,Atlanta Hawks,125.0,Portland Trail Blazers,129.0,Box Score,,18262.0,Moda Center,
217,"Tue, Jan 31, 2023",7:00p,Miami Heat,100.0,Cleveland Cavaliers,97.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
218,"Tue, Jan 31, 2023",7:30p,Los Angeles Lakers,129.0,New York Knicks,123.0,Box Score,OT,19812.0,Madison Square Garden (IV),
219,"Tue, Jan 31, 2023",8:00p,Los Angeles Clippers,108.0,Chicago Bulls,103.0,Box Score,,20068.0,United Center,
220,"Tue, Jan 31, 2023",8:00p,Charlotte Hornets,115.0,Milwaukee Bucks,124.0,Box Score,,17341.0,Fiserv Forum,
221,"Tue, Jan 31, 2023",10:00p,New Orleans Pelicans,113.0,Denver Nuggets,122.0,Box Score,,18868.0,Ball Arena,
0,"Wed, Feb 1, 2023",7:00p,Portland Trail Blazers,122.0,Memphis Grizzlies,112.0,Box Score,,14589.0,FedEx Forum,
1,"Wed, Feb 1, 2023",7:00p,Orlando Magic,94.0,Philadelphia 76ers,105.0,Box Score,,20885.0,Wells Fargo Center,
2,"Wed, Feb 1, 2023",7:30p,Brooklyn Nets,96.0,Boston Celtics,139.0,Box Score,,19156.0,TD Garden,
3,"Wed, Feb 1, 2023",8:00p,Oklahoma City Thunder,106.0,Houston Rockets,112.0,Box Score,,15181.0,Toyota Center,
4,"Wed, Feb 1, 2023",8:00p,Golden State Warriors,114.0,Minnesota Timberwolves,119.0,Box Score,OT,17136.0,Target Center,
5,"Wed, Feb 1, 2023",8:00p,Sacramento Kings,119.0,San Antonio Spurs,109.0,Box Score,,13207.0,AT&T Center,
6,"Wed, Feb 1, 2023",9:00p,Toronto Raptors,128.0,Utah Jazz,131.0,Box Score,,18206.0,Vivint Arena,
7,"Wed, Feb 1, 2023",10:00p,Atlanta Hawks,132.0,Phoenix Suns,100.0,Box Score,,17071.0,Footprint Center,
8,"Thu, Feb 2, 2023",7:00p,Los Angeles Lakers,112.0,Indiana Pacers,111.0,Box Score,,17274.0,Gainbridge Fieldhouse,
9,"Thu, Feb 2, 2023",7:30p,Memphis Grizzlies,113.0,Cleveland Cavaliers,128.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
10,"Thu, Feb 2, 2023",7:30p,Miami Heat,104.0,New York Knicks,106.0,Box Score,,19044.0,Madison Square Garden (IV),
11,"Thu, Feb 2, 2023",8:00p,Charlotte Hornets,98.0,Chicago Bulls,114.0,Box Score,,20072.0,United Center,
12,"Thu, Feb 2, 2023",8:30p,New Orleans Pelicans,106.0,Dallas Mavericks,111.0,Box Score,,19670.0,American Airlines Center,
13,"Thu, Feb 2, 2023",9:00p,Golden State Warriors,117.0,Denver Nuggets,134.0,Box Score,,19555.0,Ball Arena,
14,"Thu, Feb 2, 2023",10:00p,Los Angeles Clippers,105.0,Milwaukee Bucks,106.0,Box Score,,17341.0,Fiserv Forum,
15,"Fri, Feb 3, 2023",7:00p,Charlotte Hornets,112.0,Detroit Pistons,118.0,Box Score,,18007.0,Little Caesars Arena,
16,"Fri, Feb 3, 2023",7:00p,Sacramento Kings,104.0,Indiana Pacers,107.0,Box Score,,17274.0,Gainbridge Fieldhouse,
17,"Fri, Feb 3, 2023",7:00p,Portland Trail Blazers,124.0,Washington Wizards,116.0,Box Score,,20476.0,Capital One Arena,
18,"Fri, Feb 3, 2023",7:30p,Phoenix Suns,106.0,Boston Celtics,94.0,Box Score,,19156.0,TD Garden,
19,"Fri, Feb 3, 2023",8:00p,Toronto Raptors,117.0,Houston Rockets,111.0,Box Score,,16585.0,Toyota Center,
20,"Fri, Feb 3, 2023",8:00p,Orlando Magic,127.0,Minnesota Timberwolves,120.0,Box Score,,17136.0,Target Center,
21,"Fri, Feb 3, 2023",8:00p,Philadelphia 76ers,137.0,San Antonio Spurs,125.0,Box Score,,15252.0,AT&T Center,
22,"Fri, Feb 3, 2023",9:00p,Atlanta Hawks,115.0,Utah Jazz,108.0,Box Score,,18206.0,Vivint Arena,
23,"Sat, Feb 4, 2023",6:00p,Washington Wizards,123.0,Brooklyn Nets,125.0,Box Score,,17732.0,Barclays Center,
24,"Sat, Feb 4, 2023",6:00p,Los Angeles Lakers,126.0,New Orleans Pelicans,131.0,Box Score,,18886.0,Smoothie King Center,
25,"Sat, Feb 4, 2023",7:00p,Phoenix Suns,116.0,Detroit Pistons,100.0,Box Score,,19788.0,Little Caesars Arena,
26,"Sat, Feb 4, 2023",7:00p,Los Angeles Clippers,134.0,New York Knicks,128.0,Box Score,OT,19812.0,Madison Square Garden (IV),
